datetime,Hydro pumped storage consumption,Battery Consumption,Cross border electricity trading,Hydro Run-of-River,Biomass,Fossil hard coal,Fossil oil,Fossil coal-derived gas,Fossil gas,Geothermal,Hydro water reservoir,Hydro pumped storage,Battery,Others,Waste,Wind offshore,Wind onshore,Solar,Load,Residual load,Renewable share of load,Renewable share of generation
2026-05-24 16:15:00,,-728.0,-22.0,2366.0,709.0,129.0,49.0,340.0,1649.0,530.0,53.0,,0.0,1663.0,,11.0,1915.0,12891.0,20178.0,5361.0,91.6,82.8
2026-05-24 16:30:00,,,-34.2,2386.0,716.0,129.0,48.0,343.0,1801.0,530.0,51.0,,,1657.0,,11.0,2041.0,12897.0,20790.0,5841.0,89.6,82.4
2026-05-24 16:45:00,,,-47.0,2379.0,717.0,129.0,48.0,344.0,2049.0,520.0,53.0,,,1669.0,,13.0,2394.0,12103.0,21032.0,6522.0,86.4,81.1
2026-05-24 17:00:00,,-76.0,878.0,2548.0,719.0,129.0,9.0,342.0,2240.0,571.0,108.0,,0.0,1675.0,,11.0,2885.0,11341.0,21770.0,7533.0,83.5,80.5
2026-05-24 17:15:00,,,865.0,2578.0,709.0,,9.0,344.0,2903.0,572.0,112.0,,,1673.0,,13.0,3064.0,10682.0,22389.0,8630.0,79.2,78.2
2026-05-24 17:30:00,,,905.0,2729.0,710.0,,12.0,345.0,3803.0,572.0,161.0,,,1670.0,,16.0,3409.0,9718.0,23167.0,10024.0,74.7,74.8
2026-05-24 17:45:00,,,891.0,2838.0,712.0,,11.0,344.0,4758.0,572.0,173.0,,,1691.0,,16.0,3671.0,8629.0,23989.0,11673.0,69.2,70.9
2026-05-24 18:00:00,,,2519.0,2941.0,703.0,,12.0,343.0,5730.0,572.0,272.0,,,1701.0,,17.0,3683.0,7405.0,24963.0,13858.0,62.5,66.7
2026-05-24 18:15:00,,0.0,2503.0,3067.0,700.0,,12.0,344.0,6699.0,582.0,302.0,,130.0,1710.0,,15.0,3631.0,6195.0,25472.0,15631.0,56.9,62.3
2026-05-24 18:30:00,,0.0,2491.0,3181.0,715.0,,11.0,345.0,7715.0,588.0,363.0,,81.0,1727.0,,13.0,3540.0,5042.0,25915.0,17320.0,51.9,57.8
2026-05-24 18:45:00,0.0,0.0,2482.0,3384.0,700.0,,10.0,346.0,8414.0,581.0,431.0,274.0,599.0,1750.0,,8.0,3379.0,3884.0,26532.0,19261.0,46.6,54.0
2026-05-24 19:00:00,0.0,0.0,3497.0,3677.0,704.0,,10.0,345.0,8544.0,582.0,489.0,855.0,901.0,1748.0,,6.0,3235.0,2926.0,27746.0,21579.0,41.9,52.2
2026-05-24 19:15:00,0.0,0.0,3493.0,3719.0,709.0,,9.0,343.0,9402.0,583.0,502.0,662.0,1012.0,1755.0,,3.0,3014.0,2075.0,28194.0,23102.0,37.6,48.0
2026-05-24 19:30:00,0.0,0.0,3488.0,3800.0,700.0,,10.0,344.0,9875.0,593.0,595.0,909.0,1557.0,1759.0,,2.0,2858.0,1357.0,28923.0,24706.0,34.2,45.2
2026-05-24 19:45:00,0.0,0.0,3481.0,3880.0,700.0,,10.0,340.0,9748.0,582.0,702.0,1961.0,1516.0,1772.0,,2.0,2712.0,825.0,28954.0,25415.0,32.5,44.2
2026-05-24 20:00:00,0.0,0.0,4464.0,3919.0,698.0,,10.0,345.0,9611.0,581.0,743.0,1734.0,943.0,1771.0,,3.0,2656.0,451.0,29233.0,26123.0,31.0,43.5
2026-05-24 20:15:00,0.0,0.0,4457.0,3935.0,697.0,,10.0,345.0,9623.0,591.0,738.0,1425.0,1097.0,1768.0,,3.0,2726.0,239.0,29422.0,26454.0,30.3,43.2
2026-05-24 20:30:00,0.0,0.0,4463.0,3968.0,700.0,,11.0,345.0,9768.0,591.0,746.0,1141.0,1266.0,1767.0,,1.0,2808.0,142.0,29632.0,26681.0,30.2,43.0
2026-05-24 20:45:00,0.0,0.0,4465.0,4026.0,701.0,,12.0,345.0,9859.0,591.0,749.0,1110.0,1570.0,1775.0,,1.0,2852.0,121.0,30044.0,27070.0,30.1,43.0
2026-05-24 21:00:00,0.0,0.0,5900.0,3922.0,686.0,,11.0,346.0,9787.0,590.0,676.0,223.0,1530.0,1770.0,,0.0,2818.0,141.0,30091.0,27132.0,29.4,42.6
2026-05-24 21:15:00,,0.0,5905.0,3922.0,678.0,,11.0,345.0,9936.0,591.0,543.0,,1460.0,1773.0,,1.0,2825.0,113.0,29872.0,26933.0,29.0,41.8
2026-05-24 21:30:00,,0.0,5911.0,3892.0,664.0,,11.0,343.0,9877.0,589.0,526.0,,1194.0,1765.0,,2.0,2924.0,0.0,29372.0,26446.0,29.3,41.7
2026-05-24 21:45:00,0.0,0.0,5918.0,3913.0,671.0,,11.0,346.0,9620.0,594.0,522.0,181.0,689.0,1771.0,,5.0,2940.0,0.0,29121.0,26176.0,29.7,42.4
2026-05-24 22:00:00,0.0,0.0,6951.0,3673.0,678.0,,11.0,344.0,9810.0,595.0,486.0,96.0,162.0,1766.0,,4.0,3011.0,0.0,28615.0,25600.0,29.5,41.5
2026-05-24 22:15:00,0.0,,7423.4,3676.0,634.0,,10.0,346.0,8618.0,596.0,487.0,694.0,,1756.0,,4.0,3062.0,0.0,28163.0,25097.0,30.0,44.1
2026-05-24 22:30:00,0.0,0.0,7485.0,3642.0,659.0,,11.0,345.0,7367.0,586.0,469.0,728.0,167.0,1749.0,,3.0,3136.0,0.0,27634.0,24495.0,30.7,47.3
2026-05-24 22:45:00,0.0,0.0,7451.0,3603.0,667.0,,11.0,346.0,7380.0,584.0,454.0,782.0,10.0,1760.0,,2.0,3163.0,0.0,27126.0,23961.0,31.2,47.2
2026-05-24 23:00:00,0.0,,7539.0,3480.0,662.0,,10.0,345.0,7365.0,585.0,368.0,826.0,,1757.0,,2.0,3072.0,0.0,26537.0,23463.0,30.8,46.3
2026-05-24 23:15:00,0.0,,7348.1,3450.0,656.0,,10.0,344.0,7358.0,587.0,315.0,824.0,,1730.0,,1.0,2777.0,0.0,25466.0,22688.0,30.6,45.2
2026-05-24 23:30:00,0.0,,7042.0,2338.0,650.0,,9.0,345.0,7082.0,587.0,313.0,830.0,,1727.0,,0.0,2777.0,0.0,25055.0,22278.0,26.6,42.1
2026-05-24 23:45:00,0.0,,6948.0,2291.0,711.0,,9.0,344.0,6940.0,532.0,317.0,856.0,,1723.0,,0.0,2863.0,0.0,24285.0,21422.0,27.6,42.7
2026-05-25 00:00:00,,,6278.0,3449.0,678.0,,,349.0,6615.0,587.0,315.0,,4.0,1741.0,,1.0,2816.0,0.0,23896.0,21079.0,32.8,47.4
2026-05-25 00:15:00,,,6283.0,3377.0,700.0,,,356.0,6581.0,587.0,308.0,,2.0,1720.0,,1.0,2834.0,2.0,23395.0,20558.0,33.4,47.4
2026-05-25 00:30:00,,,6288.0,3386.0,680.0,,,360.0,6676.0,588.0,307.0,338.0,,1724.0,,0.0,2808.0,0.0,23013.0,20205.0,33.8,47.0
2026-05-25 00:45:00,0.0,,6294.0,3248.0,689.0,,,366.0,6613.0,588.0,301.0,338.0,,1721.0,,1.0,2829.0,0.0,22785.0,19955.0,33.6,46.8
2026-05-25 01:00:00,0.0,,6256.0,3301.0,727.0,,,369.0,5816.0,588.0,322.0,306.0,,1723.0,,3.0,2839.0,0.0,22471.0,19629.0,34.6,49.6
2026-05-25 01:15:00,,,6189.3,3233.0,719.0,,,376.0,5435.0,588.0,301.0,,,1717.0,,2.0,2880.0,0.0,22174.0,19292.0,34.8,50.6
2026-05-25 01:30:00,,,6265.0,3275.0,726.0,,,380.0,5642.0,578.0,289.0,,,1722.0,,1.0,2887.0,0.0,22034.0,19146.0,35.2,50.0
2026-05-25 01:45:00,,,6267.0,3256.0,717.0,,,379.0,5565.0,588.0,286.0,,,1720.0,,1.0,2894.0,0.0,21708.0,18813.0,35.7,50.3
2026-05-25 02:00:00,,,6298.0,2920.0,688.0,,,379.0,5660.0,588.0,286.0,,,1720.0,,2.0,2875.0,0.0,21366.0,18489.0,34.4,48.7
2026-05-25 02:15:00,,,6292.0,2879.0,668.0,,,379.0,5597.0,578.0,284.0,,,1714.0,,2.0,2856.0,0.0,18819.0,15961.0,38.6,48.6
2026-05-25 02:30:00,,,6301.0,1903.0,687.0,,,380.0,5619.0,578.0,285.0,,,1719.0,,2.0,2833.0,0.0,21312.0,18477.0,29.5,44.9
2026-05-25 02:45:00,,,6304.0,2870.0,685.0,,,382.0,5676.0,578.0,287.0,,,1717.0,,2.0,2848.0,0.0,21107.0,18257.0,34.4,48.3
2026-05-25 03:00:00,,-1190.0,6489.0,2997.0,720.0,,,380.0,5960.0,588.0,320.0,,0.0,1707.0,,2.0,2947.0,0.0,21212.0,18263.0,35.7,48.5
2026-05-25 03:15:00,,-834.0,6491.0,2840.0,710.0,,,383.0,6010.0,587.0,290.0,,0.0,1706.0,,2.0,2770.0,0.0,21324.0,18552.0,33.8,47.1
2026-05-25 03:30:00,,-587.0,6489.0,2846.0,709.0,,,383.0,5777.0,577.0,286.0,,,1710.0,,2.0,2868.0,0.0,21307.0,18437.0,34.2,48.1
2026-05-25 03:45:00,,-373.0,6488.0,2840.0,700.0,,,383.0,5393.0,577.0,278.0,3.0,,1717.0,,2.0,2885.0,0.0,21215.0,18328.0,34.3,49.3
2026-05-25 04:00:00,,,6414.0,2867.0,698.0,,,383.0,5466.0,577.0,277.0,74.0,,1712.0,,2.0,3266.0,0.0,21265.0,17997.0,36.1,50.4
2026-05-25 04:15:00,,,5611.1,2903.0,717.0,,,383.0,5219.0,577.0,284.0,74.0,,1710.0,,2.0,3372.0,0.0,21495.0,18121.0,36.5,51.8
2026-05-25 04:30:00,,,5763.6,2932.0,704.0,,,384.0,5122.0,577.0,290.0,,,1708.0,,3.0,3394.0,0.0,21623.0,18226.0,36.5,52.3
2026-05-25 04:45:00,,,5863.4,2943.0,706.0,,,384.0,5171.0,577.0,289.0,88.0,,1719.0,,8.0,3338.0,39.0,21960.0,18575.0,36.0,52.1
2026-05-25 05:00:00,,,6011.4,3182.0,706.0,,,383.0,4895.0,577.0,308.0,667.0,,1704.0,,8.0,3291.0,152.0,22645.0,19194.0,36.3,54.1
2026-05-25 05:15:00,,,6295.9,3193.0,708.0,,,383.0,4807.0,577.0,315.0,712.0,,1708.0,,10.0,3239.0,150.0,22831.0,19432.0,35.9,54.3
2026-05-25 05:30:00,,,6502.0,3207.0,711.0,,,383.0,4902.0,578.0,321.0,714.0,2.0,1719.0,,11.0,3205.0,142.0,23284.0,19926.0,35.1,53.9
2026-05-25 05:45:00,,,6495.0,3360.0,675.0,,,383.0,5168.0,578.0,329.0,730.0,1.0,1721.0,,7.0,3130.0,189.0,23584.0,20258.0,35.1,53.2
2026-05-25 06:00:00,,,6542.0,3698.0,694.0,,,383.0,5436.0,588.0,506.0,900.0,38.0,1725.0,,4.0,3124.0,383.0,25391.0,21880.0,35.4,54.4
2026-05-25 06:15:00,,,6532.0,3797.0,709.0,,,384.0,5645.0,588.0,600.0,909.0,492.0,1731.0,,4.0,3063.0,735.0,26501.0,22699.0,35.8,55.0
2026-05-25 06:30:00,,,6524.0,3813.0,714.0,,,383.0,5597.0,588.0,688.0,904.0,899.0,1733.0,,4.0,2962.0,1205.0,27266.0,23095.0,36.6,56.4
2026-05-25 06:45:00,,,6516.0,3823.0,696.0,,,384.0,5413.0,588.0,688.0,907.0,771.0,1731.0,,4.0,2878.0,1883.0,28235.0,23470.0,37.4,58.4
2026-05-25 07:00:00,,,8105.0,3825.0,683.0,,,383.0,5724.0,587.0,605.0,677.0,147.0,1732.0,,4.0,2835.0,2760.0,29732.0,24133.0,38.0,59.0
2026-05-25 07:15:00,,,8103.0,3804.0,692.0,,,384.0,5789.0,587.0,544.0,227.0,577.0,1730.0,,4.0,2619.0,3767.0,30720.0,24330.0,39.1,60.3
2026-05-25 07:30:00,,,8107.0,3654.0,697.0,,,384.0,5753.0,586.0,522.0,225.0,1037.0,1729.0,,3.0,2490.0,4861.0,31391.0,24037.0,40.8,62.0
2026-05-25 07:45:00,,,8112.0,3789.0,703.0,,,383.0,5710.0,586.0,538.0,213.0,283.0,1735.0,,2.0,2361.0,6093.0,32157.0,23701.0,43.8,64.3
2026-05-25 08:00:00,,,8420.0,3411.0,708.0,,,382.0,5944.0,586.0,387.0,142.0,704.0,1737.0,,0.0,2430.0,7257.0,33186.0,23499.0,44.5,64.7
2026-05-25 08:15:00,,,8427.0,3378.0,697.0,,,382.0,5518.0,585.0,350.0,,1071.0,1735.0,,0.0,2404.0,8482.0,33750.0,22864.0,47.1,67.6
2026-05-25 08:30:00,,,8436.0,3298.0,702.0,,,381.0,4879.0,585.0,335.0,,97.0,1741.0,,0.0,2333.0,9605.0,33769.0,21831.0,49.9,70.7
2026-05-25 08:45:00,,,8446.0,3278.0,702.0,,,382.0,4972.0,585.0,326.0,,,1732.0,,0.0,2221.0,10608.0,34160.0,21331.0,51.9,71.4
2026-05-25 09:00:00,,,8338.0,3241.0,677.0,,,383.0,3535.0,584.0,252.0,,564.0,1712.0,,0.0,2041.0,11609.0,33934.0,20284.0,54.2,76.6
2026-05-25 09:15:00,,,8348.0,3179.0,674.0,,,385.0,3109.0,584.0,176.0,,113.0,1713.0,,0.0,1848.0,12214.0,32353.0,18291.0,57.7,78.2
